transaction_status,dollarsobligated,maj_fund_agency_cat,contractingofficeid,fundingrequestingofficeid,fundedbyforeignentity,signeddate,effectivedate,currentcompletiondate,ultimatecompletiondate,lastdatetoorder,descriptionofcontractrequirement,vendorname,vendoralternatename,streetaddress,streetaddress2,streetaddress3,city,state,zipcode,vendorcountrycode,vendor_state_code,congressionaldistrict,dunsnumber,parentdunsnumber,phoneno,faxno,registrationdate,renewaldate,mod_parent,statecode,placeofperformancecity,pop_state_code,placeofperformancecountrycode,placeofperformancezipcode,pop_cd,placeofperformancecongressionaldistrict,productorservicecode,fiscal_year,extentcompeted,reasonnotcompeted,numberofoffersreceived,solicitationprocedures,typeofsetaside,localareasetaside,numberofemployees,annualrevenue,issbacertifiedsmalldisadvantagedbusiness,educationalinstitutionflag,womenownedflag,veteranownedflag,minorityownedbusinessflag,tribalgovernmentflag,ishispanicservicinginstitution,iswomenownedsmallbusiness,isecondisadvwomenownedsmallbusiness,isjointventurewomenownedsmallbusiness,isjointventureecondisadvwomenownedsmallbusiness,walshhealyact,servicecontractact,davisbaconact,clingercohenact,last_modified_date
Active,-5454.1,"1200: AGRICULTURE, DEPARTMENT OF",9JNE: LASSEN NATIONAL FOREST,9JNE: LASSEN NATIONAL FOREST,,12/17/2014,12/17/2014,12/17/2014,12/17/2014,,IGF::OT::IGF ALRD RAWS MAINTENANCE SERVICE,VAISALA INC.,,194 S TAYLOR AVE,,,LOUISVILLE,CO,800273024,UNITED STATES,CO,2,45593308,368476362,7815371060,7819338029,07/23/2001,11/30/2013,VAISALA OYJ,CA: CALIFORNIA,CHESTER,CA: CALIFORNIA,USA: UNITED STATES,960200003,CA01,CA01,"6685: PRESSURE, TEMPERATURE, AND HUMIDITY MEASURING AND CONTROLLING INSTRUMENTS",2015,F: COMPETED UNDER SAP,,1,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,1134,303202624,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,1/12/2015
Active,103.33,9700: DEPT OF DEFENSE,SPM300: DLA TROOP SUPPORT,SPM300: DLA TROOP SUPPORT,,10/13/2014,10/13/2014,10/15/2014,10/15/2014,,"4528605713!STRAWBERRIES, FRESH,","FRESHPACK PRODUCE, INC.",,3825 LAFAYETTE ST UNIT A,,,DENVER,CO,802053317,UNITED STATES,CO,1,7296820,7296820,3034126232,3034126232,03/11/2003,04/18/2012,FRESHPACK PRODUCE  INC.,CO: COLORADO,DENVER,CO: COLORADO,USA: UNITED STATES,802161846,CO01,CO01,8915: FRUITS AND VEGETABLES,2015,A: FULL AND OPEN COMPETITION,,2,NP: NEGOTIATED PROPOSAL/QUOTE,NONE: NO SET ASIDE USED.,N,90,30000000,N,N,N,N,N,N,N,N,N,N,N,N: No,X,X,N,10/14/2014
Active,3303.46,"3600: VETERANS AFFAIRS, DEPARTMENT OF",00241: 241-NETWORK CONTRACT OFFICE 01,00689: 689-WEST HAVEN,,12/22/2014,12/22/2014,12/29/2014,1/9/2015,,SURGICAL TOOLS,BUFFALO SUPPLY INC,,1650 COAL CREEK DR STE A,,,LAFAYETTE,CO,800268867,UNITED STATES,CO,2,109070714,109070714,3036666333,3036668518,04/09/2002,04/22/2011,BUFFALO SUPPLY INC,CO: COLORADO,LAFAYETTE,CO: COLORADO,USA: UNITED STATES,800268867,CO02,CO02,"6515: MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",2015,A: FULL AND OPEN COMPETITION,,1,MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE: NO SET ASIDE USED.,N,15,65000000,N,N,Y,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,12/30/2014
Active,-1100,"1200: AGRICULTURE, DEPARTMENT OF",3187: WASHINGTON OFFICE,3187: WASHINGTON OFFICE,,12/29/2014,12/29/2014,12/31/2013,12/31/2013,,IGF::OT::IGF,CI INTERNATIONAL LLC,,7852 S ELATI ST STE 105,,,LITTLETON,CO,801208079,UNITED STATES,CO,6,825487234,825487234,3036796335,3035839590,07/09/2001,05/25/2011,CI INTERNATIONAL  INC.,CO: COLORADO,LITTLETON,CO: COLORADO,USA: UNITED STATES,801208079,CO06,CO06,R499: SUPPORT- PROFESSIONAL: OTHER,2015,A: FULL AND OPEN COMPETITION,,1,MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE: NO SET ASIDE USED.,N,14,4500000,N,N,N,N,N,N,N,N,N,N,N,N: No,N,N,N,12/29/2014
Active,11809.2,"7000: HOMELAND SECURITY, DEPARTMENT OF",00040: SFLC PROCUREMENT BRANCH 3,00040: SFLC PROCUREMENT BRANCH 3,,12/5/2014,12/5/2014,12/15/2014,12/15/2014,,PASSIVE GPS ANTENNA SIGNAL SPLITTER,"GPS SOURCE, INC.",,64 N MISSION DR,,,PUEBLO WEST,CO,810071427,UNITED STATES,CO,3,883995677,883995677,7195619520,7195650890,09/21/2001,09/12/2015,GPS SOURCE  INC.,CO: COLORADO,PUEBLO,CO: COLORADO,USA: UNITED STATES,810070290,CO03,CO03,"5985: ANTENNAS, WAVEGUIDES, AND RELATED EQUIPMENT",2015,F: COMPETED UNDER SAP,,2,SP1: SIMPLIFIED ACQUISITION,SBA: SMALL BUSINESS SET ASIDE - TOTAL,N,39,8000000,N,N,N,Y,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,12/5/2014
Active,6225.12,"1400: INTERIOR, DEPARTMENT OF THE",00081: DENVER-OPERATIONS OFFICE,00081: DENVER-OPERATIONS OFFICE,,1/5/2015,1/6/2015,1/5/2016,1/5/2016,,IGF::OT::IGF 2015 TECHNICAL RESPONSE TEAM FACILITATOR,"COLORADO NETWORK STAFFING, INC.",C N S,8787 TURNPIKE DR STE 280,,,WESTMINSTER,CO,800317028,UNITED STATES,CO,7,111480497,111480497,3034301441,3034301443,07/05/2001,02/02/2011,COLORADO NETWORK STAFFING  INC.,CO: COLORADO,DENVER,CO: COLORADO,USA: UNITED STATES,802250007,CO07,CO07,R799: SUPPORT- MANAGEMENT: OTHER,2015,D: FULL AND OPEN COMPETITION AFTER EXCLUSION OF SO,,1,MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,8A: 8A COMPETED,N,40,2700000,N,N,Y,N,N,N,N,N,N,N,N,N: No,Y,N,N,1/6/2015
Active,7099885.8,"3600: VETERANS AFFAIRS, DEPARTMENT OF",0010B: TECHNOLOGY ACQUISITION CENTER - NJ,0010B: TECHNOLOGY ACQUISITION CENTER - NJ,,1/6/2015,1/24/2015,1/23/2016,1/23/2016,,IGF::OT::IGF MOD TO EXERCISE OPTION PERIOD 1,"MERLIN INTERNATIONAL, INC.",MERLIN TECHNICAL SOLUTIONS,4 B INVERNESS CT E STE 100,,,ENGLEWOOD,CO,801125324,UNITED STATES,CO,6,73521101,73521101,3033392034,3034961424,04/02/2002,07/23/2013,MERLIN INTERNATIONAL  INC.,NY: NEW YORK,ALBANY,NY: NEW YORK,USA: UNITED STATES,122012001,NY20,NY20,D399: IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,2015,A: FULL AND OPEN COMPETITION,,1,MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE: NO SET ASIDE USED.,N,155,159000000,N,N,N,Y,Y,N,N,N,N,N,N,X: Not Applicable,N,X,N,1/6/2015
Active,-873.03,9700: DEPT OF DEFENSE,HC1013: DITCO-SCOTT,HC1015: WHITE HOUSE COMMUNICATIONS AGENCY,,10/7/2014,9/30/2014,3/23/2017,3/23/2017,,IGF::OT::IGF T2T000008EBM,"T2 TECHNOLOGIES, INC.",,4610 S ULSTER STE 150,,,DENVER,CO,802374326,UNITED STATES,CO,1,956210611,956210611,3037626868,3037626869,01/07/2003,04/03/2015,T2 TECHNOLOGIES  INC.,DC: DISTRICT OF COLUMBIA,NAVAL ANACOST ANNEX,DC: DISTRICT OF COLUMBIA,USA: UNITED STATES,203735108,DC00,DC00,D304: IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,2015,F: COMPETED UNDER SAP,,1,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,7,1400000,N,N,Y,N,N,N,N,Y,N,N,N,X: Not Applicable,X,X,N,10/7/2014
Active,0,9700: DEPT OF DEFENSE,W912PP: W075 ENDIST ALBUQUERQUE,W912PP: W075 ENDIST ALBUQUERQUE,,10/7/2014,10/7/2014,12/31/2014,12/31/2014,,GRABS SITE EA PREPARATION FOR KAFB MOD 04 TO CORRECT POP IN CAR,INNOVAR ENVIRONMENTAL  INC,,2795 S SHOSHONE ST UNIT D,,,ENGLEWOOD,CO,801101234,UNITED STATES,CO,1,10150766,10150766,3037034674,3037038528,06/15/2001,06/08/2012,INNOVAR ENVIRONMENTAL  INC.,NM: NEW MEXICO,KIRTLAND AFB,NM: NEW MEXICO,USA: UNITED STATES,871179999,NM01,NM01,F999: OTHER ENVIRONMENTAL SERVICES,2015,B: NOT AVAILABLE FOR COMPETITION,OTH: AUTHORIZED BY STATUTE,1,SSS: ONLY ONE SOURCE,8AN: 8(A) SOLE SOURCE ,N,60,9874123,Y,N,Y,N,Y,N,N,N,N,N,N,X: Not Applicable,Y,X,N,10/7/2014
Active,-929.06,9700: DEPT OF DEFENSE,HQ0034: WASHINGTON HEADQUARTERS SERVICES,HQ0208: OSD/OUSD(I)  ATTN: MS. PHILIPPSEN,,10/7/2014,10/7/2014,12/20/2014,12/20/2016,,MILDEC/OPSEC PLANNING SUPPORT; DEOB FUNDS FROM CLIN 0002.,JMARK SERVICES INC.,,1490 GARDEN OF THE GODS RD STE C.,,,COLORADO SPRINGS,CO,809073426,UNITED STATES,CO,5,861141653,861141653,7195991381,7195991340,01/05/2010,08/06/2013,JMARK SERVICES INC.,VA: VIRGINIA,ARLINGTON,VA: VIRGINIA,USA: UNITED STATES,222023275,VA08,VA08,R499: SUPPORT- PROFESSIONAL: OTHER,2015,B: NOT AVAILABLE FOR COMPETITION,OTH: AUTHORIZED BY STATUTE,1,SSS: ONLY ONE SOURCE,8AN: 8(A) SOLE SOURCE ,N,2,232688,N,N,Y,N,Y,N,N,N,N,N,N,N: No,Y,N,N,10/7/2014
Active,14071.2,"3600: VETERANS AFFAIRS, DEPARTMENT OF",00791: DEPT OF VETERANS AFFAIRS,00791: DEPT OF VETERANS AFFAIRS,,12/23/2014,12/23/2014,1/13/2015,1/13/2015,,EXPRESS REPORT FOR ORTHOTIC SOFTGOODS,FRONTLINE MEDICAL SERVICES LLC,,1025 W 7TH AVE,,,DENVER,CO,802044435,UNITED STATES,CO,1,623980252,623980252,3036810444,7202210677,04/20/2006,02/20/2013,FRONTLINE MEDICAL SERVICES LLC,CO: COLORADO,CASTLE ROCK,CO: COLORADO,USA: UNITED STATES,801047521,CO04,CO04,"6515: MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",2015,D: FULL AND OPEN COMPETITION AFTER EXCLUSION OF SO,,27,NP: NEGOTIATED PROPOSAL/QUOTE,SBA: SMALL BUSINESS SET ASIDE - TOTAL,N,2,3000000,N,N,N,Y,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,1/5/2015
Active,4719.36,9700: DEPT OF DEFENSE,SPE300: DLA TROOP SUPPORT,SPE300: DLA TROOP SUPPORT,,10/6/2014,10/6/2014,10/8/2014,10/8/2014,,"4528555972!CKN BRST FLT, RAW, FZN,",UNITED FOOD SERVICE INC.,SHAMROCK FOODS,5199 IVY ST,,,COMMERCE CITY,CO,800224404,UNITED STATES,CO,7,50246404,42370734,7194954882,7194956561,05/03/2001,01/20/2015,SHAMROCK FOODS COMPANY,CO: COLORADO,COMMERCE CITY,CO: COLORADO,USA: UNITED STATES,800224404,CO07,CO07,8940: SPECIAL DIETARY FOODS AND FOOD SPECIALTY PREPARATIONS,2015,C: NOT COMPETED,ONE: ONLY ONE SOURCE - OTHER ,1,SSS: ONLY ONE SOURCE,NONE: NO SET ASIDE USED.,N,525,523000000,N,N,N,N,N,N,N,N,N,N,N,N: No,X,X,N,12/16/2014
Active,3736.36,4700: GENERAL SERVICES ADMINISTRATION,"WF000: SAN FRANCISCO SERVICE CENTER, SACRAMENTO FIELD OFFICE","WF000: SAN FRANCISCO SERVICE CENTER, SACRAMENTO FIELD OFFICE",,12/9/2014,12/9/2014,1/2/2015,1/2/2015,,"IGF::OT::IGF FOR OTHER FUNCTIONS PROVIDE ALL LABOR, SUPERVISION, MATERIALS, AND EQUIPMENT NECESSARY FOR EMERGENCY WORK TO EXCAVATE AND REPAIR UNDERGROUND MAIN DOMESTIC WATER LINE AT 801 I STREET, SACRAMENTO CA 95814.",ALEUT FACILITIES SUPPORT SERVICES LIMITED LIABILITY COMPANY,,14211 E 4TH AVE STE 215,,,AURORA,CO,800118722,UNITED STATES,CO,6,179288647,20256798,,,01/27/2005,09/21/2008,ALEUT CORPORATION  THE,CA: CALIFORNIA,SACRAMENTO,CA: CALIFORNIA,USA: UNITED STATES,958142510,CA06,CA06,Z1AA: MAINTENANCE OF OFFICE BUILDINGS,2015,B: NOT AVAILABLE FOR COMPETITION,OTH: AUTHORIZED BY STATUTE,1,SSS: ONLY ONE SOURCE,8AN: 8(A) SOLE SOURCE ,N,3,6000000,Y,N,N,N,Y,N,N,N,N,N,N,X: Not Applicable,X,X,N,12/18/2014
Active,3692,"1400: INTERIOR, DEPARTMENT OF THE",OC662: NOC INFRASTRUCTURE,OC662: NOC INFRASTRUCTURE,,12/17/2014,12/19/2014,12/18/2015,12/18/2015,,IGF::OT::IGF SINGLEWIRE MAINT. RENEWAL,"GLOBAL TECHNOLOGY RESOURCES, INC.",GTRI,990 S BROADWAY STE 300,,,DENVER,CO,802094274,UNITED STATES,CO,1,55342690,55342690,3034558800,3034558808,09/14/2001,08/23/2014,GLOBAL TECHNOLOGY RESOURCES  INC.,CO: COLORADO,DENVER,CO: COLORADO,USA: UNITED STATES,802250001,CO07,CO07,J070: MAINT/REPAIR/REBUILD OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,2015,F: COMPETED UNDER SAP,,1,SP1: SIMPLIFIED ACQUISITION,SBA: SMALL BUSINESS SET ASIDE - TOTAL,N,160,162223888,N,N,N,N,N,N,N,N,N,N,N,N: No,X,N,Y,12/18/2014
Active,400,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF","00263: NIH, OD, OM OALM OALMMP OFC ACQUISITION MGMT&POLICY","00263: NIH, OD, OM OALM OALMMP OFC ACQUISITION MGMT&POLICY",,12/17/2014,12/17/2014,4/26/2019,4/26/2019,,IGF::CT::IGF SR-BIO.0010-15; E-105-2003/0-US-04; BOSSIS; PATENT LEGAL SERVICE,SHERIDAN ROSS P.C.,,1560 BROADWAY STE 1200,,,DENVER,CO,802025145,UNITED STATES,CO,1,136136652,136136652,3038639700,3038630223,03/26/2007,04/15/2010,SHERIDAN ROSS P.C.,CO: COLORADO,DENVER,CO: COLORADO,USA: UNITED STATES,802025145,CO01,CO01,R418: SUPPORT- PROFESSIONAL: LEGAL,2015,A: FULL AND OPEN COMPETITION,,1,MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE: NO SET ASIDE USED.,N,53,11000000,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,12/18/2014
Active,11218,"3600: VETERANS AFFAIRS, DEPARTMENT OF",00241: 241-NETWORK CONTRACT OFFICE 01,00523: 523-BOSTON,,12/10/2014,12/10/2014,1/10/2015,5/10/2015,,BILL ONLY SURGICAL IMPLANT; AMBICOR PROSTHESIS.,BUFFALO SUPPLY INC,,1650 COAL CREEK DR STE A,,,LAFAYETTE,CO,800268867,UNITED STATES,CO,2,109070714,109070714,8003661812,8007679327,04/09/2002,09/17/2015,BUFFALO SUPPLY INC,CO: COLORADO,LAFAYETTE,CO: COLORADO,USA: UNITED STATES,800268867,CO02,CO02,"6515: MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",2015,B: NOT AVAILABLE FOR COMPETITION,OTH: AUTHORIZED BY STATUTE,1,SSS: ONLY ONE SOURCE,NONE: NO SET ASIDE USED.,N,20,31200167,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,12/10/2014
Active,1932,"1400: INTERIOR, DEPARTMENT OF THE",00006: CONTRACTING AND GENERAL SERVICES DIV,00006: CONTRACTING AND GENERAL SERVICES DIV,,12/11/2014,12/11/2014,1/19/2015,1/19/2015,,IGF::OT::IGF  ALAMOSA DITCH CROSSING ADD ROAD BASE,"ACA PRODUCTS, INC.",,702 GREGG DR,,,BUENA VISTA,CO,812110000,UNITED STATES,CO,0,799714019,799714019,7193953790,7193953794,11/12/2004,11/12/2014,ACA PRODUCTS  INC.,CO: COLORADO,ALAMOSA,CO: COLORADO,USA: UNITED STATES,811019003,CO03,CO03,"5610: MINERAL CONSTRUCTION MATERIALS, BULK",2015,F: COMPETED UNDER SAP,,1,SP1: SIMPLIFIED ACQUISITION,SBA: SMALL BUSINESS SET ASIDE - TOTAL,N,34,8000000,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,12/11/2014
Active,0,"1200: AGRICULTURE, DEPARTMENT OF",82FT: ROCKY MOUNTAIN RESEARCH STATION,82FT: ROCKY MOUNTAIN RESEARCH STATION,,12/1/2014,12/1/2014,3/28/2015,3/28/2015,,IGF::OT::IGF,"RTL NETWORKS, INC.",,2460 W 26TH AVE STE 250C,,,DENVER,CO,802115358,UNITED STATES,CO,1,121316033,121316033,3037573100,3037574133,10/10/2002,07/30/2014,RTL NETWORKS  INC.,MT: MONTANA,MISSOULA,MT: MONTANA,USA: UNITED STATES,598015801,MT00,MT00,R499: SUPPORT- PROFESSIONAL: OTHER,2015,B: NOT AVAILABLE FOR COMPETITION,OTH: AUTHORIZED BY STATUTE,1,SSS: ONLY ONE SOURCE,8AN: 8(A) SOLE SOURCE ,N,90,12324695,Y,N,N,Y,Y,N,N,N,N,N,N,N: No,Y,N,N,12/2/2014
Active,1000,"1400: INTERIOR, DEPARTMENT OF THE",00002: OFFICE OF ACQUISITION AND GRANTS - DENVER,00002: OFFICE OF ACQUISITION AND GRANTS - DENVER,,12/2/2014,12/2/2014,9/30/2019,9/30/2019,,PRIBIL/KOENIG GENERAL AIR,GENERAL AIR SERVICE & SUPPLY CO.,GASES,1105 ZUNI ST,,,DENVER,CO,802043338,UNITED STATES,CO,1,51227338,51227338,3038927003,7203593255,06/01/2001,09/12/2015,GENERAL AIR SERVICE & SUPPLY CO,CO: COLORADO,DENVER,CO: COLORADO,USA: UNITED STATES,802043338,CO01,CO01,6830: GASES: COMPRESSED AND LIQUEFIED,2015,F: COMPETED UNDER SAP,,2,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,136,37000000,N,N,N,N,N,N,N,N,N,N,N,N: No,X,X,N,12/2/2014
Active,-2.24,"1500: JUSTICE, DEPARTMENT OF","40303: ENGLEWOOD, FCI","40303: ENGLEWOOD, FCI",,12/22/2014,12/22/2014,12/22/2014,12/23/2014,,IGF::OTF::IGF OTHER FUNCTIONS 151060 BAKED GOODS FOR FCC FLORENCE&FCI ENGLEWOOD - BASE YEAR ONLY. MOD 001 DELETE THE ITEMIZED LINE PERIOD OF PERFORMANCE.,"EARTHGRAINS BAKING COMPANIES, INC",,7300 BRIGHTON RD,,,COMMERCE CITY,CO,800221503,UNITED STATES,CO,7,961949278,810939686,3032882675,3032879073,03/07/2002,03/14/2014,Bimbo Bakeries USA  Inc,CO: COLORADO,LITTLETON,CO: COLORADO,USA: UNITED STATES,801231993,CO01,CO01,8920: BAKERY AND CEREAL PRODUCTS,2015,F: COMPETED UNDER SAP,,1,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,4000,500000000,N,N,N,N,N,N,N,N,N,N,N,N: No,N,N,N,12/22/2014
Active,1142.5,"7000: HOMELAND SECURITY, DEPARTMENT OF",00031: BASE ALAMEDA,00031: BASE ALAMEDA,,12/19/2014,12/19/2014,9/30/2015,9/30/2015,,IGF::OT::IGF  SPRINKLER INSPECTION,GLOBAL FIRE & SAFETY,,10975 E 47TH AVE,,,DENVER,CO,802393007,UNITED STATES,CO,1,36981707,36981707,3033671959,3033671716,08/26/2004,08/26/2015,GLOBAL FIRE & SAFETY,CA: CALIFORNIA,SAN FRANCISCO,CA: CALIFORNIA,USA: UNITED STATES,941301001,CA12,CA12,H212: EQUIPMENT AND MATERIALS TESTING- FIRE CONTROL EQUIPMENT,2015,F: COMPETED UNDER SAP,,3,SP1: SIMPLIFIED ACQUISITION,SBA: SMALL BUSINESS SET ASIDE - TOTAL,N,24,2551577,N,N,N,N,Y,N,N,N,N,N,N,X: Not Applicable,X,X,N,12/22/2014
Active,0,4700: GENERAL SERVICES ADMINISTRATION,"VG000: GSA/PBS/MTN PLAINS SVS CTR, MONTANA FIELD OFFICE","VG000: GSA/PBS/MTN PLAINS SVS CTR, MONTANA FIELD OFFICE",,12/22/2014,10/31/2014,1/30/2015,1/30/2015,,"IGF::OT::IGF MODIFICATION (PS01) - EXTEND COMPLETION DATE TO 1/30/15, DUE TO ASBESTOS CONTAINED MATERIALS (ACM) HAS BEEN FOUND ON PIPING ASSOCIATED WITH THIS PROJECT.  ACM MATERIALS WILL BE REMOVED FIRST, BEFORE PROJECT CAN COMMENCE.  ALL OTHER TERMS OF THIS CONTRACT REMAIN UNCHANGED.  NO DOLLAR CHANGE TO THE CONTRACT.","QUALITY CONTROL INTERNATIONAL, LLC.",,6425 WADSWORTH BLVD STE 304,,,ARVADA,CO,800034439,UNITED STATES,CO,7,46688714,46688714,3032965420,3039407688,03/28/2002,08/27/2015,QUALITY CONTROL INTERNATIONAL  LLC.,MT: MONTANA,BUTTE,MT: MONTANA,USA: UNITED STATES,597018866,MT00,MT00,Z2AA: REPAIR OR ALTERATION OF OFFICE BUILDINGS,2015,C: NOT COMPETED,ONE: ONLY ONE SOURCE - OTHER ,1,SSS: ONLY ONE SOURCE,NONE: NO SET ASIDE USED.,N,12,1400000,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,12/22/2014
Active,14726,"1400: INTERIOR, DEPARTMENT OF THE",00006: CONTRACTING AND GENERAL SERVICES DIV,00006: CONTRACTING AND GENERAL SERVICES DIV,,12/16/2014,12/16/2014,2/20/2015,3/31/2015,,"""""IGF::CL::IGF""""  CONSTRUCT OFFICE AND VISITORS CENTER BLDG FOR BACA NWR",SKY BLUE BUILDERS LLC,,7108 S ALTON WAY BLDG. M,,,CENTENNIAL,CO,801122125,UNITED STATES,CO,6,830832163,830832163,3038192687,7203675474,07/03/2009,01/16/2015,SKY BLUE BUILDERS LLC,CO: COLORADO,CRESTONE,CO: COLORADO,USA: UNITED STATES,811310001,CO03,CO03,Y1AA: CONSTRUCTION OF OFFICE BUILDINGS,2015,B: NOT AVAILABLE FOR COMPETITION,OTH: AUTHORIZED BY STATUTE,1,SSS: ONLY ONE SOURCE,8AN: 8(A) SOLE SOURCE ,N,30,5000000,Y,N,N,N,Y,N,N,N,N,N,N,N: No,N,Y,N,12/16/2014
Active,4538.28,"7000: HOMELAND SECURITY, DEPARTMENT OF",SS001: U.S. SECRET SERVICE,SS001: U.S. SECRET SERVICE,,12/16/2014,12/16/2014,9/30/2015,9/30/2015,,ANTENNA LICENSE RENEWAL,CHEYENNE PROPAGATION INC,,830 TENDERFOOT HILL RD STE 200,,,COLORADO SPRINGS,CO,809062314,UNITED STATES,CO,5,196778153,196778153,7195764424,7195769197,08/07/2002,12/14/2011,CHEYENNE PROPAGATION INC,CO: COLORADO,COLORADO SPRINGS,CO: COLORADO,USA: UNITED STATES,809063921,CO05,CO05,"W058: LEASE OR RENTAL OF EQUIPMENT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT",2015,C: NOT COMPETED,ONE: ONLY ONE SOURCE - OTHER ,1,SSS: ONLY ONE SOURCE,NONE: NO SET ASIDE USED.,N,7,500000,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,12/16/2014
Active,3411.59,8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,MSFC0: MARSHALL SPACE FLIGHT CENTER,MSFC0: MARSHALL SPACE FLIGHT CENTER,,12/16/2014,12/16/2014,2/13/2015,2/13/2015,,FURNITURE PURCHASE AGAINST CH2M-HILL LOGISTICS CONTRACT NNM12AA05C FOR BUILDING 4610-1086.,"CH2M HILL CONSTRUCTORS, INC.",,9189 S JAMAICA ST,,,ENGLEWOOD,CO,801125946,UNITED STATES,CO,4,804427656,27620574,7202862586,7202869296,09/26/2001,07/17/2012,CH2M HILL COMPANIES  LTD.,CO: COLORADO,ENGLEWOOD,CO: COLORADO,USA: UNITED STATES,801125946,CO04,CO04,7110: OFFICE FURNITURE,2015,A: FULL AND OPEN COMPETITION,,4,NP: NEGOTIATED PROPOSAL/QUOTE,NONE: NO SET ASIDE USED.,N,19020,5422800896,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,Y,X,N,12/17/2014
Active,12180.77,"1200: AGRICULTURE, DEPARTMENT OF",9AC7: R5 NO-CAL ACQ SERVICE AREA (NCASA),9A08: MODOC NATIONAL FOREST,,12/17/2014,12/15/2014,2/29/2016,2/29/2016,,::IGF::CL::IGF:: TEAMBUILDING SESSION FOR LEADERSHIP POSITIONS FOR FEBRUARY 24TH THROUGH THE 26TH.,CI INTERNATIONAL LIMITED LIABILITY COMPANY,,7852 S ELATI ST STE 105,,,LITTLETON,CO,801208079,UNITED STATES,CO,6,825487234,825487234,3036796335,3035839590,07/09/2001,04/20/2008,CI INTERNATIONAL  INC.,CA: CALIFORNIA,ALTURAS,CA: CALIFORNIA,USA: UNITED STATES,961013101,CA01,CA01,U099: EDUCATION/TRAINING- OTHER,2015,A: FULL AND OPEN COMPETITION,,3,MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,12,2500000,N,N,Y,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,12/17/2014
Active,-4296.58,"6900: TRANSPORTATION, DEPARTMENT OF",00068: CENTRAL FEDERAL LANDS HIGHWAY DIVISION,00068: CENTRAL FEDERAL LANDS HIGHWAY DIVISION,,12/15/2014,12/15/2014,12/31/2014,12/31/2014,,IGF::CT::IGF NV PFH 11-1(5)KYLE CANYON INTERSECTION IMPROVEMENT  DTFH68-09-D-00002/T-13-055 POST DESIGN SERVICES,"CH2M HILL, INC.",,9191 S JAMAICA ST,,,ENGLEWOOD,CO,801125946,UNITED STATES,CO,4,63248207,27620574,7202862586,7202869296,02/19/2002,08/24/2010,CH2M HILL COMPANIES  LTD.,CO: COLORADO,ENGLEWOOD,CO: COLORADO,USA: UNITED STATES,801125946,CO04,CO04,"C211: ARCHITECT AND ENGINEERING- GENERAL: LANDSCAPING, INTERIOR LAYOUT, AND DESIGNING",2015,A: FULL AND OPEN COMPETITION,,1,MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE: NO SET ASIDE USED.,N,18294,5500000256,N,N,N,N,N,N,N,N,N,N,N,N: No,N,N,N,12/15/2014
